Gene,Pat3.Myeloid,Pat1.Myeloid,Pat2.Myeloid,Pat5.Myeloid,MS2.Myeloid,MS4.Myeloid,MS5.Myeloid
FAM200B,2.006,2.179,3.025,1.789,4.646,3.434,3.303
SH3PXD2B,0,0.6671,0,0.3862,3.038,0.8619,0
DTWD2,1.771,2.782,1.978,2.025,4.156,1.398,2.243
RNF180,1.491,1.978,1.816,1.156,0,0,0.5528
RGMB,1.771,1.122,1.422,1.912,0,0,0
RPL7L1,6.074,6.173,6.445,6.137,6.144,6.282,5.503
LINC00174,2.006,2.9,1.978,1.789,3.038,2.094,1.738
SPDYE1,0,0,0,0,0,0,0
ZNF789,3.64,3.111,2.491,3.065,4.778,2.094,1.927
LSMEM1,0.6812,1.745,0.8798,1.342,0,2.094,0
GPR37,0,0,0,0.3862,3.947,0,0.5528
ZNF252P,,,,,,,
DPY19L4,3.33,3.206,3.81,2.955,4.899,3.321,2.617
CRB2,0,0,0,0,0,0,0
LCN12,,,,,,,
PAXX,3.708,3.917,4.154,3.663,3.408,4.183,3.16
TPRN,2.208,1.122,1.422,1.789,3.038,2.347,1.738
GPR39,,,,,,,
ATP11C,4.008,3.459,3.47,3.697,2.538,1.398,2.379
LINC00632,0,1.467,0.8798,1.655,3.038,2.347,0
MKNK2,4.784,5.603,4.865,4.209,3.947,6.017,5.473
GPT,0,0,0,0.3862,0,0,0
GPX1,7.503,7.612,7.478,7.786,5.933,8.085,9.076
RAPGEF1,5.641,5.55,5.962,5.665,4.899,5.47,5.518
GRIA3,0.6812,0,0,0,1.767,0,0
GRIA4,1.142,1.122,0.8798,0,3.038,1.398,0
TRIB2,0.6812,0.6671,0.5059,0.3862,1.767,2.347,2.243
CCDC22,2.685,1.467,2.379,2.836,0,3.063,2.914
DEXI,,,,,,,
COA3,2.685,1.978,3.356,2.13,3.947,2.562,3.716
TMEM176B,6.535,5.814,7.008,5.708,5.011,6.841,6.418
GRN,8.331,8.043,8.45,7.836,7.34,9.034,10.4
OSTM1,3.836,4.35,4.154,4.233,4.5,4.247,4.949
GIT1,2.543,2.9,3.025,2.896,3.038,3.198,3.495
SNX24,3.145,4.077,3.025,3.262,0,3.198,4.812
SLC6A16,0,0.6671,1.176,0,0,0,1.264
AAMDC,1.142,1.745,1.422,1.789,0,2.094,2.914
SPCS1,4.905,4.077,4.779,4.776,5.011,5.109,5.547
MRPS18B,3.895,3.738,3.81,3.476,3.408,4.117,4.738
C19orf53,3.33,3.206,3.233,3.167,0,3.637,4.46
TMEM14A,2.385,1.978,1.632,2.13,2.538,1.398,0.9515
FLVCR1,4.061,4.308,3.766,4.209,7.031,3.539,2.822
DBNL,4.467,3.206,3.025,3.828,1.767,4.674,5.208
NTMT1,2.685,1.745,2.257,2.13,0,2.749,2.094
ASTE1,2.543,2.512,2.379,2.13,0,3.198,1.738
GRIK5,1.491,0,1.632,1.789,0,0,0
GRIN1,,,,,,,
ATAD2,2.208,1.978,1.978,2.025,2.538,0.8619,1.738
GRIN2A,0.6812,1.122,0.8798,0,1.767,0,0
TMEM230,4.467,4.126,4.46,4.084,3.947,4.719,5.013
GRIN2D,2.208,0,1.176,0.9417,0,0,0.5528
ZC3H7A,4.652,3.972,4.188,4.491,3.038,3.637,4.192
ZBTB44,3.953,4.81,5.309,4.346,4.338,5.496,4.763
GTPBP8,2.208,2.355,1.978,2.025,1.767,1.788,2.914
PHPT1,3.24,3.01,3.356,2.955,4.5,3.637,3.495
THYN1,3.493,2.179,2.491,2.836,1.767,1.398,3.001
CNIH4,3.24,2.653,3.72,3.011,4.156,3.063,3.001
COMMD9,5.121,4.265,4.54,6.374,6.77,4.888,4.904
SLC25A4,3.493,2.355,3.625,2.636,3.703,1.398,2.617
TMEM208,2.385,2.179,2.124,2.955,0,3.321,2.723
DROSHA,3.33,3.534,3.098,3.117,0,3.539,3.16
DNAJC15,2.815,3.206,2.949,4.031,3.703,3.897,4.116
N6AMT1,1.491,1.122,0.5059,1.156,0,0,0.5528
GRM1,1.142,0,0,0,3.038,0,0.5528
TAGLN3,1.491,0,1.422,0,0,0,0
SAP30BP,4.162,3.379,3.766,4.233,3.408,3.729,2.379
BRD7,4.506,3.972,4.154,3.731,3.408,4.183,4.763
DDX25,1.491,1.745,1.176,0,3.408,0.8619,0
GRM8,0,0,0,0,0,0,0
SLC25A5,5.241,4.81,5.214,5.182,5.544,6.327,7.206
PDIA3,6.222,5.784,5.764,6.234,4.646,5.903,6.839
GSK3A,4.061,4.077,4.048,3.065,4.646,3.815,4.332
GSR,4.428,3.972,4.403,3.394,4.646,4.476,4.332
GSTM5,1.142,1.122,3.167,1.655,1.767,0,0
GSTP1,4.506,5.084,4.906,5.119,4.156,6.298,6.215
GTF2A1,4.344,3.459,3.934,4.031,3.947,4.366,3.495
GTF2E2,3.24,3.459,3.025,2.706,0,3.198,3.083
GTF2F1,4.112,3.86,3.47,3.476,3.947,4.183,4.365
GTF2H1,3.414,4.174,3.766,4.084,3.408,3.637,3.716
GTF2H2,5.414,5.902,5.147,5.206,7.521,4.927,2.914
BRF1,2.815,1.122,1.176,2.772,2.538,2.914,2.243
GTF3C1,3.24,1.745,2.491,2.025,3.408,3.321,2.503
GTF3C2,3.493,4.308,3.973,4.209,3.408,3.729,3.716
USP25,3.414,3.673,2.949,3.394,3.408,3.198,3.664
PACSIN3,0,0,0.8798,0,0,0,0
TMOD3,5.096,5.293,5.041,4.885,6.833,5.522,4.949
ABT1,2.933,3.206,2.692,2.836,4.156,3.321,2.723
UQCR10,3.64,3.605,3.674,3.663,3.408,4.528,4.52
ZDHHC8,3.493,3.206,2.491,2.836,0,2.094,2.243
GUCY1B3,0,0,1.978,0.3862,0,0,0.9515
TFPT,2.208,1.467,2.595,2.636,0,2.094,3.16
ANAPC2,3.568,1.467,2.257,3.663,1.767,2.562,1.264
SNX8,1.491,1.978,2.491,2.227,0,3.321,3.553
SNX10,3.568,3.111,3.167,3.394,3.408,5.003,5.458
STRN4,5.194,4.35,4.886,4.324,3.038,4.047,4.578
PSMC3IP,,,,,,,
CPSF1,3.773,3.459,4.154,3.117,3.703,4.047,3.952
CCDC106,2.006,1.978,1.176,2.025,0,2.094,2.094
HOOK2,3.043,2.782,1.978,2.486,1.767,1.788,1.52
C18orf8,2.385,2.653,3.414,2.405,2.538,3.063,2.723
GMPPA,2.815,1.122,2.692,2.13,1.767,1.788,1.927
TIMM22,2.208,0.6671,1.978,1.655,0,1.788,1.927
GYPA,0,0,0,0,1.767,0,0
NENF,3.24,2.653,3.296,2.896,4.338,3.637,4.712
PNMA3,1.142,0.6671,0,0.3862,0,1.398,0.5528
SERTAD3,2.543,2.653,2.595,2.227,0,2.749,3.553
SLC25A24,2.208,3.01,1.978,2.13,2.538,3.321,4.398
GYPE,0,0.6671,0,0,0,0,0
STRN3,2.208,2.782,3.296,3.167,3.703,3.063,2.503
PSAT1,1.142,0.6671,0.5059,0,5.011,0,0.9515
MDFIC,2.815,3.605,2.949,3.262,5.388,5.301,5.244
GYS1,2.815,3.111,3.025,3.262,0,0.8619,2.822
UBQLN2,4.162,4.22,3.72,4.135,3.038,4.422,4.116
UBQLN1,4.344,4.779,4.315,4.604,4.899,5.003,4.738
SLC2A8,4.061,3.673,3.894,3.796,2.538,3.729,3.233
PACSIN1,0.6812,0,0,0,0,3.434,2.503
A2MP1,,,,,,,
ACAA1,2.208,1.122,1.632,1.342,1.767,1.788,3.61
EFEMP2,2.685,1.978,3.025,1.507,0,0.8619,2.094
SH3KBP1,6.074,6.488,6.291,6.053,5.388,5.801,5.958
H1F0,4.784,3.01,4.779,4.776,3.038,2.562,2.379
H2AFZ,4.544,4.025,4.048,4.76,5.302,4.422,5.189
H3F3B,7.037,7.361,7.138,7.658,7.748,7.39,7.382
HAGH,4.008,2.9,3.233,2.836,3.038,3.637,3.233
HBA1,0,0,0,0.3862,0,0,0
HBA2,0,0,0,0,0,0,0
HBQ1,,,,,,,
SERPIND1,,,,,,,
HTT,3.895,3.534,3.973,3.947,2.538,4.047,4.155
HDAC2,4.061,4.616,4.641,4.568,3.947,4.848,4.52
HDLBP,4.934,4.98,4.712,4.792,4.156,5.714,5.947
SOX8,1.142,0,0,0,6.239,0.8619,1.264
VSX1,0,0,0,0,2.538,0,0
KCNIP3,0,0,0,0,0,0,0
KCNIP2,0,0,1.816,1.156,0,0,1.264
CXXC1,3.64,3.605,4.084,3.476,3.038,4.047,3.995
SOCS7,3.836,3.605,3.625,3.591,3.703,3.063,3.434
NRG1,0.6812,0,0,0,2.538,0,0
EHD2,0,0,0.5059,0,0,0,0
TAX1BP3,3.043,2.653,3.296,3.065,3.038,4.183,3.995
ANXA6,3.414,1.122,3.025,0.9417,3.703,4.476,3.233
HIF1A,4.467,5.109,4.712,6.032,4.156,6.053,5.723
HINT1,4.112,4.508,4.253,4.058,5.302,5.737,5.363
HK1,4.784,4.308,4.345,4.389,3.408,4.578,4.882
ANXA7,3.64,3.86,3.025,3.554,0,4.806,3.995
ZBTB48,2.543,2.179,2.595,2.227,1.767,2.562,2.094
ANXA11,5.264,5.084,5.384,4.549,4.778,5.942,6.179
AOAH,5.605,5.271,5.369,5.386,4.778,5.075,4.686
HLF,0,0.6671,0.5059,0,0,0,0
HLA-F,3.773,4.025,3.852,4.568,5.989,5.443,6.112
HMGN1,6.087,6.39,6.366,6.32,6.328,6.493,6.856
HMGCR,3.493,2.9,3.098,3.889,1.767,2.347,1.52
HMGCS1,2.208,0.6671,1.816,2.706,0,0.8619,1.264
HMGA1,3.568,3.917,3.852,4.451,4.156,4.848,5.698
HMOX1,4.061,5.55,4.188,5.774,2.538,5.301,6.112
HMOX2,2.208,3.111,2.257,1.507,1.767,3.198,3.664
DHRS4L2,3.64,2.653,2.692,2.836,2.538,3.198,2.723
DDX51,4.815,4.35,4.665,4.64,6.192,4.627,2.914
NUDT2,2.685,1.745,1.816,2.636,2.538,0.8619,2.617
HNRNPH2,3.493,4.126,4.12,4.389,3.038,3.815,4.332
HNRNPH3,5.414,5.059,5.696,5.468,4.646,4.848,4.949
APBA1,3.836,3.111,3.674,3.167,0,0.8619,1.927
APBB1,1.142,1.122,1.632,0.9417,2.538,0,0.5528
HPCAL1,3.64,3.534,3.81,3.515,3.038,4.763,5.261
HPN,1.142,0,2.124,0.9417,0,1.398,0.5528
HPS1,5.017,4.47,4.865,4.658,5.388,4.528,5.395
HRAS,1.771,1.122,2.783,1.912,1.767,1.788,1.738
AGFG1,3.145,3.972,3.575,4.16,3.038,4.047,4.365
APEH,3.043,2.782,2.783,2.836,3.038,3.434,3.61
PRMT2,4.112,4.779,4.315,4.958,4.338,4.627,4.633
PRMT1,3.24,2.179,2.949,4.031,2.538,3.321,2.617
APEX1,5.758,5.655,5.586,5.054,4.646,5.301,5.749
BIRC2,4.301,4.431,4.641,4.76,1.767,4.247,4.192
HSD17B3,0,0,1.176,0,0,0,0
HSF1,1.771,2.653,2.692,3.167,3.038,3.321,3.083
DNAJB2,3.568,1.978,3.167,3.627,3.408,3.198,3.083
DNAJA1,4.934,6.149,4.865,4.929,6.284,5.645,5.761
HSPA2,1.142,0.6671,1.422,0.6905,5.468,2.094,0
HSPA5,6.736,6.58,6.41,6.952,5.544,5.176,6.716
XIAP,6.652,6.488,6.472,6.663,8.012,7.033,6.16
HSPA8,6.712,7.499,6.652,6.948,6.949,7.505,7.896
HSPB1,6.087,8.007,6.219,4.808,5.544,6.399,7.735
DNAJB1,4.652,7.581,3.72,5.386,4.646,4.674,4.264
DNAJC4,0,1.467,0.8798,1.655,0,2.914,0.9515
SNAI3,2.208,1.978,2.257,2.025,0,2.094,2.503
APLP2,7.527,7.265,7.401,7.114,6.77,7.411,8.475
FOXN2,3.493,2.782,3.167,3.011,2.538,4.528,3.908
APOA1,,,,,,,
HTR1E,0,0,0,0,0,0,0
HTR2C,0.6812,0,0,0,1.767,0,0
HTR4,0,0,0,0,0,0,0
HUS1,3.708,1.978,2.868,3.167,3.947,2.749,3.083
TNC,0.6812,0,0.5059,0.6905,2.538,0,0
IARS,3.64,3.534,4.048,4.004,3.038,2.914,3.083
FAM151A,,,,,,,
ICA1,3.568,1.745,2.692,1.912,1.767,1.398,2.822
ST8SIA6,0,0.6671,0,0,0,0,0
CCDC84,4.617,5.271,4.985,4.491,4.899,2.347,3.766
RNASE10,0.6812,0,0.5059,0,0,0,0
JMJD8,3.836,3.459,3.098,2.955,1.767,2.914,3.233
CCDC144NL,0,0,0.5059,0,0,0,0.5528
OXLD1,3.64,2.653,3.025,3.476,3.038,2.562,2.617
C17orf51,0.6812,1.467,0.8798,0.9417,0,1.398,0.5528
ANKRD45,,,,,,,
C1orf174,3.043,3.111,3.025,3.591,3.947,2.347,2.822
TMEM240,0,0.6671,0,0,0,0,0
ZBTB8OS,3.145,3.206,3.167,2.486,3.703,3.729,3.495
ZNF678,2.685,2.653,1.816,2.486,1.767,0.8619,2.094
ID1,0,0,0,0.6905,0,0,0
LINC00298,0,0.6671,0,0,0,0,0
C3orf35,0.6812,0,0.8798,0,0,0,0
NAT8L,1.491,1.122,1.978,1.912,0,1.788,0.9515
ZNF680,2.385,2.512,2.491,2.227,0,1.398,2.094
COL28A1,0,0,0,0,0,0,0
FAM221A,2.385,2.179,2.257,1.912,1.767,2.094,1.738
NRBP2,4.428,4.683,3.625,4.675,5.115,2.749,2.243
ZDHHC21,4.815,4.391,4.926,4.135,3.947,2.749,3.495
NEXMIF,1.771,1.122,1.176,2.025,1.767,0,0
TCEAL5,0,0,0,0,0,0,0.5528
APOC1,4.344,5.417,4.946,4.958,4.899,8.379,10.56
DCDC1,1.142,1.122,0.5059,0.6905,3.038,0,0
IDH1,4.846,4.926,4.801,4.41,4.156,5.109,5.845
IDH3G,3.414,3.111,3.356,3.262,1.767,3.321,3.553
ZNF774,4.99,4.839,4.665,3.215,6.328,3.321,1.264
FMN1,5.352,4.581,5.198,5.438,6.921,5.548,4.859
ZNF850,2.006,1.978,1.176,0.3862,1.767,1.398,0.9515
IFI27,1.771,0,2.124,0.6905,0,1.788,3.908
ZNF404,1.142,0.6671,1.176,0.9417,0,0,0
NANOS3,0,0,0,0,0,0,0
SP110,4.905,4.545,5.023,4.776,4.338,5.416,4.365
SH3RF3,4.21,3.972,3.674,4.41,2.538,0.8619,2.723
SAMD7,0.6812,0,0,0,2.538,0,0
ATP13A5,0.6812,0,0,0,0,0,0
IFNAR2,2.208,1.978,1.978,1.156,1.767,2.094,2.822
FAM174A,2.385,1.467,1.816,2.706,1.767,1.788,2.822
MTX3,2.543,3.206,2.783,3.011,2.538,2.094,2.379
EYS,0.6812,1.745,0,0.6905,3.408,0,0
ZNF391,1.491,1.978,1.978,1.342,2.538,0,0.5528
FAM71F2,4.652,4.545,4.46,4.471,6.529,3.974,2.379
ZNF81,1.491,1.467,0.8798,0.9417,0,1.398,0.5528
SOWAHD,3.145,2.9,3.167,2.13,1.767,1.398,3.664
IFRD1,4.256,4.748,4.12,5.397,3.038,3.815,4.264
LRRTM3,0,1.122,0.5059,0,0,0.8619,0
AMIGO2,0.6812,1.122,0.5059,0.3862,1.767,2.914,2.094
SKA2,2.006,1.745,2.783,2.025,3.038,1.788,3.303
FAM131C,0,0,0,0,1.767,0,0
GEN1,3.33,3.206,3.098,3.167,5.468,2.094,2.723
WDR53,1.491,1.745,2.692,2.025,3.947,2.094,1.927
IGFBP5,,,,,,,
NPHP3-AS1,0,0,0,0,0,0,0
HCN1,0,1.122,0,0,1.767,0,0
NUP43,3.493,4.545,4.253,3.947,1.767,3.637,2.914
DPY19L2P2,,,,,,,
ACADS,2.006,1.122,2.491,2.13,1.767,1.788,2.379
IGHMBP2,3.043,2.9,3.296,2.405,0,1.788,1.927
RILPL1,1.491,2.9,2.595,1.156,1.767,0.8619,0.9515
SPATA12,0,0,0,0,0,0,0.9515
FAS,1.491,2.9,1.422,3.308,1.767,2.347,2.094
IK,3.895,4.748,4.54,4.256,3.703,5.003,4.763
IKBKB,5.286,5.495,5.454,5.638,5.011,5.47,4.578
IL6R,6.703,6.993,6.728,6.886,4.899,5.884,5.845
AQP1,0,0,0,0.3862,0,0,0
IL11RA,2.933,1.978,2.692,2.772,2.538,2.914,2.379
ILF2,3.836,3.379,3.72,3.697,1.767,3.198,3.995
IMPA2,3.043,2.179,3.296,3.591,1.767,3.434,3.303
IMPDH1,3.493,2.9,2.868,2.772,1.767,4.183,3.908
IMPDH2,2.208,1.745,2.595,1.655,3.038,3.434,3.37
INCENP,0,1.122,0,1.156,0,0,0
IDO1,0,0,0,0,0,2.347,4.155
INHA,,,,,,,
INPP1,0,1.122,0,0,2.538,0.8619,1.738
INPP4A,3.953,3.459,4.12,4.279,1.767,3.815,3.862
INPPL1,5.194,5.133,5.354,5.253,3.038,4.476,4.738
INSIG1,2.543,3.459,3.296,4.568,1.767,2.914,3.001
IRAK1,4.617,4.077,4.084,4.549,3.408,4.047,4.992
IRAK2,3.493,3.534,4.284,5.97,3.947,2.562,2.094
IRF2,4.008,4.308,4.779,4.324,3.703,4.806,3.908
IRF3,4.21,3.8,4.514,4.209,3.038,3.637,3.716
ITGA3,0,0,0,0,0,0,0
ITGA9,3.836,2.9,3.524,3.065,3.703,2.094,2.617
ITGAE,2.208,2.9,1.422,2.636,3.408,2.347,1.927
ITGAL,5.241,5.271,5.586,4.885,5.115,5.359,5.208
ITGB1,5.623,5.873,5.819,5.86,5.933,5.669,6.76
ARAF,3.414,2.9,3.524,3.117,1.767,3.729,3.434
ITGB4,0,0,0,0,0,1.398,1.264
ITIH4,2.006,1.467,1.978,1.789,0,0.8619,0.5528
ITPA,3.414,3.534,3.414,4.084,3.038,2.914,4.264
ITPR1,2.933,2.9,2.949,3.011,2.538,3.729,4.365
IVD,6.245,6.207,6.127,6.342,5.388,4.848,5.054
JAK3,2.685,2.782,2.783,2.227,4.338,3.434,3.37
ARCN1,4.008,4.025,4.048,4.11,4.156,4.627,4.763
JUN,7.499,7.88,7.054,7.596,8.72,6.035,6.233
JUNB,7.601,6.674,7.181,7.449,8.247,6.997,7.077
TRIM23,2.815,3.673,3.296,3.262,0,3.434,2.503
USP50,0,0,0,0,0,0,0
KCNA2,0,0,0.8798,0,2.538,0,0
NDUFS7,0,0,0.5059,0.3862,0,0,0.9515
NHLRC2,4.21,3.8,4.284,4.279,2.538,3.539,4.332
TMEM179B,3.836,2.782,3.356,3.352,0,2.094,2.723
TEX9,0,1.122,1.632,1.156,2.538,0,0
KCNC2,0,0,0,0,0,0,0
KCNC3,1.771,1.122,0.8798,1.507,0,1.788,0.9515
LRRC37A3,1.771,2.179,1.632,1.789,2.538,1.788,2.094
YJEFN3,0.6812,0,0.5059,0.3862,1.767,0.8619,0
ARF1,5.474,5.084,5.624,5.418,5.212,5.522,6.472
FAM228B,2.208,2.9,2.783,2.405,3.703,1.788,2.723
C3orf62,4.962,4.898,5.095,4.929,6.328,4.422,4.812
VWC2,1.142,1.978,1.422,0,1.767,0,0
KCNH1,0,0,0,0,0,0,0
SPATC1,0,0,0,0.6905,0,0,0
PNPLA7,1.142,0.6671,1.176,1.342,0,0.8619,2.822
KCNJ4,,,,,,,
RAB15,0,0,0.5059,0,0,2.914,1.738
KCNJ9,0,0,0,0,0,0,0.5528
KCNJ14,2.006,2.179,1.816,1.655,3.038,0.8619,0
CA13,0.6812,0,0.5059,0,0,0.8619,0.5528
ARF4,4.162,4.47,4.154,5.23,3.703,4.674,5.279
KCNN2,0,0,0,0,0,0,0
KCNQ2,0,0,0,0,0,0,0
KCNS2,0,0.6671,0,0,0,0,0
KIF3C,3.64,2.355,4.22,3.697,0,2.094,2.094
KIFC3,0.6812,0.6671,1.422,1.342,0,0,1.738
ARF5,3.33,3.379,3.356,4.279,1.767,4.627,4.835
ARF6,3.895,4.025,4.514,4.64,4.156,5.843,5.903
KLC1,5.569,5.249,5.624,5,6.144,5.24,4.429
KPNB1,6.233,6.507,6.336,6.637,6.284,6.172,6.896
KPNA4,6.448,5.704,6.424,5.438,5.468,6.654,5.81
KPNA5,4.112,4.174,3.934,4.233,3.408,3.637,3.083
IPO5,4.112,3.972,3.414,3.554,3.038,4.422,4.298
GUSBP2,,,,,,,
THEMIS,0.6812,0.6671,0,0,2.538,1.398,0
WASHC2A,3.953,4.308,3.766,4.279,2.538,5.075,4.66
CCDC184,0,0,0,0,0,0,0
SERP2,0,0,0,0,2.538,0,0
C15orf52,2.543,2.179,1.816,2.227,1.767,3.321,2.503
PRR25,,,,,,,
C16orf87,1.491,3.295,3.233,3.065,3.038,3.637,3.001
C16orf86,1.771,1.122,2.124,1.655,0,0.8619,1.52
TMEM220,3.33,1.978,2.692,3.167,3.408,2.562,2.617
SHISA6,,,,,,,
ZNF790,2.208,2.179,2.257,2.405,2.538,0.8619,0.9515
HES5,,,,,,,
SLC6A17,0,0,0.5059,0,0,0,0
CAPN8,0,0,0.5059,0,0,0,0
COA6,2.543,3.111,3.167,2.563,3.038,2.562,3.553
SMIM26,3.568,3.605,3.167,3.167,2.538,4.763,4.077
LRRC75B,0,0,0,0,0,1.398,0.5528
RHOC,4.21,3.111,3.356,3.065,1.767,3.974,3.862
DPP10-AS1,0,1.122,0,0,0,0,0
LEKR1,0.6812,1.745,0.8798,0,0,0.8619,0
LAMTOR4,4.686,4.65,4.566,4.623,3.038,4.888,4.712
RBM12B,3.33,4.47,3.575,3.889,1.767,3.637,2.094
L1CAM,0.6812,0.6671,0,0,2.538,0.8619,0
GLIDR,0,0,0,0,1.767,0.8619,0
C9orf153,1.142,0.6671,1.176,0,3.038,0,0
IER5L,3.043,1.978,2.257,4.004,3.947,4.247,4.49
C9orf172,0,0,0,0,1.767,0,0.5528
ACAT2,2.006,1.745,1.176,1.342,2.538,1.788,1.738
RND3,1.491,0.6671,0.5059,0.9417,1.767,0,0
UBAP1L,1.491,0.6671,0.5059,0.9417,0,1.398,0
NUDT19,3.773,3.605,3.025,3.011,4.156,3.198,3.37
LAMA5,0,0.6671,0.5059,0.9417,0,2.094,0.9515
PTRHD1,2.543,1.978,1.816,2.025,3.408,3.063,3.862
LAMC1,0,0,0.5059,0,1.767,0,1.927
LAMP2,6.125,5.784,5.952,6.149,5.989,6.035,7.102
STMN1,2.685,3.673,3.524,3.167,6.144,4.627,5.518
AGMO,0.6812,0,1.176,1.156,0,1.398,0
LBR,4.617,4.683,4.641,4.71,3.038,4.763,4.46
LCAT,3.043,0.6671,2.491,1.655,1.767,1.788,1.52
LDHA,4.387,4.545,4.432,3.663,4.338,5.109,6.345
LDLR,2.006,2.179,0,0.9417,0,0,0
ARHGAP6,3.493,3.379,3.47,3.394,0,2.347,0.5528
LEPR,6.761,7.006,6.252,6.216,8.508,4.848,3.716
LETM1,2.385,1.467,2.379,2.319,3.038,2.749,2.723
LGALS1,2.208,3.605,3.356,2.319,5.212,6.205,8.901
LGALS3,0,0.6671,0.5059,0.3862,5.011,5.78,8.049
LGALS3BP,2.685,2.653,2.868,4.16,3.947,3.198,5.054
ARHGDIA,3.24,1.467,3.47,2.025,3.038,3.539,4.49
ARHGDIG,0,0,0.5059,0,0,0,0
LIG3,2.208,0,1.422,2.486,3.408,1.398,2.243
LIPE,0,0,0,0,2.538,0,0
FADS1,5.896,5.476,6.236,6.032,5.388,4.806,3.233
LLGL2,3.708,2.512,2.868,2.405,3.703,0.8619,1.52
SPRED3,0,0.6671,0.5059,0.6905,0,1.788,0
TMEM200B,,,,,,,
FADS3,1.142,1.467,1.632,2.319,0,0,0.5528
SLC25A35,2.815,1.122,2.595,2.13,0,1.398,2.822
FAM102A,2.208,0.6671,1.632,1.912,4.899,2.914,2.503
HEATR4,0,0.6671,0.5059,0.6905,1.767,0,0
SNX19,3.836,4.025,4.487,3.436,3.038,3.434,3.716
ASIC2,0,0,0,0,0,0,0
ARL1,3.33,3.111,4.011,3.858,2.538,3.198,4.264
FAM174B,0,0,0,0.6905,1.767,1.398,1.52
FLJ21408,1.491,2.512,1.176,1.789,0,0,1.264
TOB1-AS1,0.6812,0.6671,0.8798,0.3862,0,0.8619,0.5528
SOX9-AS1,0,0,0.5059,0,1.767,0,0
NCMAP,3.414,2.782,3.356,2.836,3.703,2.347,0.9515
C1orf141,0,1.122,0.5059,0,1.767,0.8619,0
MIR137HG,0,0,0.5059,0,0,0,0
C1orf226,1.491,1.467,1.632,0.9417,0,0,0
LINC01344,0,0,0,0,0,0,0
LMO7,2.208,2.653,2.692,2.955,0,0,1.52
NBPF9,1.491,1.978,0.5059,2.025,0,1.788,2.723
CHCHD10,4.876,4.581,4.757,4.675,3.408,4.966,6.269
MIRLET7BHG,6.617,6.44,6.693,7.164,8.76,6.557,4.787
LINC01376,0.6812,1.745,0,0.3862,0,0,0.5528
LINC01185,0,0,0,0,0,0,0
PCBP1-AS1,3.836,4.077,3.414,5.97,5.212,3.198,2.243
C4orf48,2.208,2.512,1.422,2.486,3.408,2.094,2.503
C4orf3,4.784,3.917,4.154,4.491,4.156,4.674,5.363
CASC15,2.385,2.355,2.124,1.912,4.5,1.398,0.9515
PRRT4,,,,,,,
C8orf59,3.953,3.605,3.575,3.828,4.5,3.974,3.716
SNX30,3.145,3.379,3.973,3.436,3.947,4.247,4.036
LOXL1,0,0,0,0,0,0,0
SLC25A53,0.6812,0,1.176,0,3.038,0.8619,0
ARL3,2.543,2.653,3.025,2.405,1.767,2.914,2.723
CUEDC1,3.24,3.605,3.575,3.352,2.538,3.434,3.664
LRP5,0,0,0.5059,0.3862,0,0.8619,0.9515
ARNT,3.145,3.459,3.098,3.476,3.703,2.914,3.766
LTBP1,0,1.122,0,0,0,0.8619,0
LTBR,5.121,4.869,4.688,5.041,2.538,4.763,5.363
ARNTL,2.006,2.782,3.025,1.912,3.038,1.788,2.617
LY6E,3.773,2.9,3.934,1.655,3.038,5.359,4.992
LY6H,,,,,,,
CAPRIN1,4.256,4.35,4.946,3.947,4.338,4.927,5.094
NBR1,4.815,4.47,4.566,4.76,4.5,4.806,4.686
NOMO3,0,0,0,0.3862,0,0,0
MARCKS,8.964,8.851,8.967,8.941,7.109,8.902,9.389
SMAD4,4.008,3.917,3.81,4.41,3.038,3.434,3.553
SMAD6,2.208,2.9,3.167,3.167,0,0,2.723
SMAD7,4.112,3.86,3.47,4.389,3.408,3.198,3.716
MAF,8.856,8.749,8.818,8.545,7.34,7.187,6.803
ARSB,3.836,2.653,3.296,3.262,3.408,3.637,3.862
MAK,0,0.6671,0,0.3862,2.538,1.398,0
MAN1A1,4.467,4.65,4.188,4.058,4.778,5.573,5.473
MAN2C1,2.006,0,1.978,2.227,2.538,2.347,2.243
MAN2A1,4.112,4.81,4.432,3.858,4.156,5.24,4.927
MAN2B1,2.006,0,1.422,1.342,0,1.398,1.264
MANBA,3.836,4.025,3.356,2.836,2.538,3.637,4.155
MAOA,0,0,0,0,0,0,1.927
MAOB,0,0,0,0.6905,0,1.788,0.5528
MAP1B,2.006,2.653,1.632,2.563,5.468,2.094,2.094
MAP6,0,0.6671,0,0,1.767,0,0.9515
MATK,1.771,0.6671,1.632,0.6905,0,2.347,1.52
MATN2,0,0,0,0,0,0,0
ARSE,0,0,0,0,0,0,0
MBD1,4.061,3.86,4.154,3.947,3.038,4.047,3.553
MBP,4.162,5.033,4.823,4.972,6.977,5.714,5.892
ARSF,0,0,0,0,0,0,0
MCM3,2.933,2.782,2.692,2.706,1.767,2.749,2.379
MCM5,4.905,4.025,4.54,4.16,4.156,4.366,3.815
DNAJB9,2.933,2.355,3.167,3.215,3.038,2.749,3.303
MDH1,3.64,3.86,3.524,3.697,3.038,4.476,5.133
MDM2,4.752,5.033,4.22,5.265,5.388,3.897,3.61
MDM4,6.516,6.816,6.532,6.805,5.302,5.669,4.992
MEA1,4.428,3.295,3.934,3.117,2.538,4.578,4.429
